Borough,Attended_College,Completed_4YRs_College,Sex,Economics_Major,Transportation_to_Work,Employment_Status,Age,Income,Education
Manhattan,No,No,Male,Didn't Complete College,Car,Employed,57,30000,11
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,37,50000,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,47,66700,16
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,77,15200,11
Queens,No,No,Male,Didn't Complete College,Walking,Employed,48,7000,11
Queens,No,No,Female,Didn't Complete College,Walking,Employed,38,14000,11
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,74,0,11
Queens,No,No,Male,Didn't Complete College,Not working,Unemployed,57,5000,11
Queens,No,No,Male,Didn't Complete College,Bus,Employed,50,10000,11
Queens,No,No,Female,Didn't Complete College,Bus,Employed,49,12000,11
Queens,No,No,Male,Didn't Complete College,Walking,Employed,40,7200,11
Staten Island,Yes,Yes,Female,Different Major,Not working,Employed,54,117000,17
Staten Island,Yes,Yes,Male,Different Major,Not working,Not in labor force,70,18500,17
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,69,10800,13
Brooklyn,No,No,Male,Didn't Complete College,Not working,Employed,68,18000,12
Manhattan,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,79,20400,13
Queens,Yes,Yes,Female,Different Major,Car,Employed,71,53000,16
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,66,53000,13
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,65,24600,11
Queens,No,No,Male,Didn't Complete College,Not working,Employed,62,14000,12
Queens,Yes,No,Male,Didn't Complete College,Not working,Employed,58,115000,14
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,62,49200,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,54,17000,12
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,67,15600,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,35,46000,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,81,8690,12
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,71,16000,12
Queens,Yes,No,Female,Didn't Complete College,Bus,Employed,65,65000,12
Staten Island,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,55,1100,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,47,3100,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,25,9200,11
Bronx,No,No,Male,Didn't Complete College,Car,Employed,51,17000,12
Bronx,No,No,Female,Didn't Complete College,Bus,Employed,54,11700,12
Brooklyn,Yes,Yes,Male,Different Major,Bicycle,Employed,51,110000,16
Brooklyn,No,No,Male,Didn't Complete College,Bus,Employed,32,50000,12
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,46,90000,16
Manhattan,Yes,No,Male,Didn't Complete College,Worked from Home,Employed,28,36400,12
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,65,412500,17
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,59,85400,17
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,47,74000,17
Brooklyn,Yes,Yes,Female,Different Major,Bus,Employed,47,41100,17
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,74,51800,16
Manhattan,No,No,Female,Didn't Complete College,Car,Employed,45,39000,12
Queens,Yes,Yes,Female,Different Major,Not working,Unemployed,50,0,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,37,125000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,33,80000,17
Bronx,Yes,Yes,Male,Different Major,Car,Employed,41,94000,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,34,77000,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,35,58000,16
Queens,Yes,Yes,Male,Different Major,Car,Employed,52,125000,17
Queens,Yes,Yes,Female,Different Major,Worked from Home,Employed,51,12900,16
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,34,58000,13
Brooklyn,Yes,No,Female,Didn't Complete College,Car,Employed,26,50000,13
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,52,0,12
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,68,26800,16
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,68,12500,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,88,14400,11
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Unemployed,31,0,13
Bronx,Yes,Yes,Male,Different Major,Subway,Employed,64,90000,17
Bronx,No,No,Female,Didn't Complete College,Subway,Employed,62,10000,11
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,72,12400,11
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,48,2900,11
Bronx,No,No,Female,Didn't Complete College,Not working,Unemployed,29,9800,11
Bronx,No,No,Female,Didn't Complete College,Subway,Employed,31,49000,12
Bronx,Yes,No,Male,Didn't Complete College,Subway,Employed,30,61000,12
Staten Island,Yes,No,Female,Didn't Complete College,Bus,Employed,38,12500,14
Manhattan,Yes,Yes,Male,Different Major,Walking,Employed,34,130000,16
Manhattan,Yes,Yes,Female,Different Major,Bicycle,Employed,34,250000,17
Brooklyn,No,No,Male,Didn't Complete College,Bus,Employed,58,15000,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,66,9600,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,83,0,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,78,0,11
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,85,7200,13
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,85,18400,12
Manhattan,Yes,Yes,Male,Different Major,Walking,Employed,36,91000,16
Manhattan,Yes,Yes,Female,Different Major,Walking,Employed,28,100000,16
Queens,No,No,Female,Didn't Complete College,Bus,Employed,44,85000,12
Queens,No,No,Male,Didn't Complete College,Car,Employed,52,80000,12
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,73,13300,12
Brooklyn,Yes,Yes,Female,Different Major,Car,Employed,30,78000,16
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,10300,11
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,50,97000,17
Staten Island,Yes,No,Male,Didn't Complete College,Car,Employed,28,30000,13
Staten Island,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,25,0,13
Staten Island,Yes,Yes,Female,Different Major,Car,Employed,54,24000,17
Staten Island,No,No,Male,Didn't Complete College,Not working,Not in labor force,49,11000,11
Staten Island,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,28,0,13
Staten Island,Yes,No,Female,Didn't Complete College,Car,Employed,26,80000,13
Staten Island,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,26,0,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Employed,71,85600,14
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,31,1500,12
Brooklyn,Yes,No,Male,Didn't Complete College,Worked from Home,Employed,36,41100,14
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,66,14800,12
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,78,10300,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,31,0,12
Brooklyn,No,No,Male,Didn't Complete College,Subway,Employed,28,32400,11
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,71,54700,16
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,70,14100,16
Bronx,No,No,Male,Didn't Complete College,Subway,Employed,52,11000,11
Bronx,No,No,Female,Didn't Complete College,Bus,Employed,45,13400,11
Bronx,Yes,No,Female,Didn't Complete College,Worked from Home,Employed,50,12000,12
Bronx,No,No,Male,Didn't Complete College,Bus,Employed,52,23000,12
Staten Island,No,No,Male,Didn't Complete College,Car,Employed,68,149800,12
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,64,0,12
Staten Island,Yes,No,Female,Didn't Complete College,Car,Employed,32,65000,13
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,37,100000,16
Bronx,No,No,Female,Didn't Complete College,Car,Employed,63,61500,12
Bronx,Yes,Yes,Female,Different Major,Car,Employed,42,30000,17
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,26,37000,16
Queens,Yes,Yes,Female,Different Major,Subway,Employed,45,108000,17
Queens,Yes,Yes,Female,Different Major,Subway,Employed,47,75000,17
Queens,No,No,Male,Didn't Complete College,Car,Employed,52,101000,11
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,86,2000,17
Manhattan,No,No,Male,Didn't Complete College,Worked from Home,Employed,36,22000,12
Brooklyn,No,No,Male,Didn't Complete College,Subway,Employed,59,30200,11
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,31,500,17
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,31,51000,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,28,75000,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,28,660000,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,28,33000,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,48,80000,17
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,36,120000,16
Brooklyn,Yes,Yes,Female,Different Major,Walking,Employed,34,103000,16
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,67,49000,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,56,0,12
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,32,8600,13
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,75,18400,11
Bronx,Yes,Yes,Male,Different Major,Car,Employed,76,457900,17
Brooklyn,No,No,Male,Didn't Complete College,Subway,Employed,58,70000,12
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,43,33000,17
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,87,15830,11
Brooklyn,Yes,Yes,Female,Different Major,Worked from Home,Employed,53,59900,17
Brooklyn,Yes,Yes,Male,Different Major,Worked from Home,Employed,58,41000,16
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,58,28400,16
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,63,9000,12
Queens,Yes,Yes,Female,Different Major,Car,Employed,64,121370,17
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,62,138000,13
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,38,55000,13
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,42,0,17
Queens,Yes,Yes,Male,Different Major,Car,Employed,47,100000,16
Manhattan,No,No,Male,Didn't Complete College,Worked from Home,Employed,62,22000,11
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,59,0,11
Manhattan,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,29,0,13
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,79,15150,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,72,1700,11
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,65,20500,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,53,0,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,19600,11
Queens,Yes,No,Female,Didn't Complete College,Walking,Employed,72,54500,12
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,76,61860,11
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,73,31540,13
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,67,87700,17
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,90,27900,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,74,11400,12
Queens,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,58,0,12
Queens,Yes,Yes,Male,Yes,Not working,Not in labor force,79,12100,17
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,71,11900,16
Brooklyn,Yes,Yes,Male,Different Major,Bus,Employed,28,22000,16
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,52,0,13
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,28,65000,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,30,0,11
Manhattan,No,No,Male,Didn't Complete College,Not working,Not in labor force,48,0,12
Manhattan,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,55,10200,12
Manhattan,No,No,Male,Didn't Complete College,Not working,Unemployed,48,6400,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,83,19200,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,60,0,12
Brooklyn,No,No,Male,Didn't Complete College,Bus,Employed,51,25000,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,49,0,12
Bronx,No,No,Female,Didn't Complete College,Car,Employed,66,36000,12
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,25,18000,12
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,67,24000,17
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,75,44600,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,75,0,12
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,48,266000,17
Manhattan,Yes,Yes,Male,Yes,Worked from Home,Employed,27,130000,16
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,27,4000,16
Bronx,Yes,No,Male,Didn't Complete College,Subway,Employed,46,20000,14
Queens,Yes,Yes,Female,Different Major,Subway,Employed,44,78000,16
Queens,Yes,Yes,Male,Different Major,Car,Employed,53,110000,17
Brooklyn,Yes,No,Male,Didn't Complete College,Bus,Employed,56,60000,12
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,56,0,13
Queens,Yes,Yes,Female,Different Major,Subway,Employed,39,109100,17
Queens,No,No,Male,Didn't Complete College,Car,Employed,52,70000,12
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,35,0,13
Queens,Yes,No,Female,Didn't Complete College,Walking,Employed,41,4200,14
Queens,Yes,No,Female,Didn't Complete College,Walking,Employed,37,17500,14
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,83,0,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,25,90000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,27,90000,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,76,16400,11
Manhattan,Yes,Yes,Male,Different Major,Walking,Employed,51,665000,17
Manhattan,Yes,Yes,Female,Yes,Worked from Home,Employed,45,384000,17
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,31,0,16
Brooklyn,No,No,Male,Didn't Complete College,Worked from Home,Employed,30,15800,12
Brooklyn,No,No,Male,Didn't Complete College,Walking,Employed,53,13000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,53,0,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,33,0,12
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,29,0,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,27,0,12
Bronx,Yes,Yes,Male,Different Major,Bus,Employed,54,110050,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,87,10000,12
Queens,Yes,Yes,Male,Different Major,Railroad,Employed,43,100000,16
Brooklyn,No,No,Male,Didn't Complete College,Car,Employed,52,100000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,50,0,12
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,29,80000,16
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,26,80000,16
Queens,No,No,Male,Didn't Complete College,Car,Employed,57,95000,12
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,45,14000,12
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,70,0,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,67,8400,12
Brooklyn,Yes,No,Female,Didn't Complete College,Car,Employed,63,20000,13
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,30,40000,13
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,25,16000,13
Manhattan,Yes,Yes,Male,Different Major,Not working,Not in labor force,36,0,16
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,85,8800,11
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,41,135000,16
Manhattan,Yes,No,Female,Didn't Complete College,Not working,Unemployed,38,0,13
Bronx,No,No,Female,Didn't Complete College,Subway,Employed,42,31400,12
Manhattan,Yes,Yes,Female,Different Major,Walking,Employed,28,145000,17
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,75,67000,12
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,74,23300,12
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,50,31000,12
Queens,Yes,Yes,Female,Different Major,Railroad,Employed,49,65500,16
Bronx,Yes,No,Female,Didn't Complete College,Not working,Employed,29,20000,13
Brooklyn,Yes,Yes,Female,Different Major,Car,Employed,31,76000,16
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,82,6000,12
Queens,Yes,Yes,Female,Different Major,Subway,Employed,62,50200,16
Queens,Yes,Yes,Female,Different Major,Bus,Employed,68,18100,16
Bronx,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,60,9000,13
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,33,165000,16
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,32,170000,16
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,46,38000,14
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,50,15000,13
Queens,Yes,Yes,Male,Different Major,Subway,Employed,49,39000,17
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,37,0,12
Queens,No,No,Male,Didn't Complete College,Bus,Employed,37,25000,12
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,49,75000,14
Brooklyn,Yes,Yes,Male,Different Major,Bicycle,Employed,55,62000,16
Brooklyn,No,No,Male,Didn't Complete College,Car,Employed,62,65000,12
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,64,1450,12
Brooklyn,Yes,Yes,Male,Different Major,Walking,Employed,26,90000,16
Manhattan,Yes,No,Female,Didn't Complete College,Worked from Home,Employed,34,12000,13
Staten Island,No,No,Male,Didn't Complete College,Bus,Employed,58,60000,11
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,68,8400,11
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,55,11110,11
Brooklyn,Yes,Yes,Male,Different Major,Car,Employed,36,102000,17
Brooklyn,Yes,No,Female,Didn't Complete College,Subway,Employed,30,38900,13
Brooklyn,Yes,Yes,Female,Different Major,Not working,Unemployed,42,100000,17
Brooklyn,Yes,Yes,Female,Different Major,Walking,Employed,45,65000,17
Brooklyn,Yes,Yes,Male,Different Major,Not working,Not in labor force,42,12000,16
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,36,0,11
Brooklyn,Yes,No,Male,Didn't Complete College,Subway,Employed,59,20000,14
Brooklyn,Yes,No,Female,Didn't Complete College,Car,Employed,45,35000,12
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,38,680000,16
Manhattan,Yes,Yes,Female,Different Major,Subway,Employed,28,15000,16
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,73,16800,12
Manhattan,Yes,Yes,Female,Different Major,Not working,Unemployed,50,0,17
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,91,12900,11
Manhattan,Yes,Yes,Male,Different Major,Not working,Not in labor force,75,230000,17
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,71,94800,16
Brooklyn,No,No,Male,Didn't Complete College,Not working,Not in labor force,90,2500,11
Brooklyn,No,No,Female,Didn't Complete College,Bus,Employed,60,6700,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Unemployed,30,332000,11
Brooklyn,No,No,Male,Didn't Complete College,Car,Employed,62,29100,11
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,86,5300,13
Queens,Yes,Yes,Male,Different Major,Subway,Employed,65,75000,17
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,90,0,11
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,66,0,12
Queens,Yes,No,Female,Didn't Complete College,Bus,Employed,27,60000,14
Manhattan,Yes,Yes,Male,Different Major,Subway,Employed,50,175000,17
Bronx,Yes,No,Male,Didn't Complete College,Subway,Employed,58,30000,12
Bronx,Yes,No,Female,Didn't Complete College,Walking,Employed,51,18000,12
Bronx,Yes,Yes,Male,Different Major,Walking,Employed,29,5000,16
Manhattan,No,No,Female,Didn't Complete College,Not working,Not in labor force,68,13600,11
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,32,14300,11
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,50,48000,13
Queens,Yes,No,Female,Didn't Complete College,Not working,Employed,44,19000,13
Bronx,No,No,Male,Didn't Complete College,Not working,Not in labor force,75,30000,12
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,60,50000,12
Queens,Yes,Yes,Female,Different Major,Not working,Not in labor force,62,39000,16
Queens,Yes,Yes,Male,Different Major,Subway,Employed,29,30000,17
Queens,Yes,Yes,Female,Different Major,Subway,Employed,27,100000,16
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Employed,47,37000,13
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,44,0,17
Staten Island,No,No,Male,Didn't Complete College,Car,Employed,66,63800,12
Staten Island,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,67,19000,12
Staten Island,No,No,Female,Didn't Complete College,Car,Employed,31,75000,12
Queens,Yes,Yes,Female,Different Major,Subway,Employed,54,22000,17
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,65,0,12
Brooklyn,No,No,Male,Didn't Complete College,Subway,Employed,48,25800,11
Brooklyn,No,No,Female,Didn't Complete College,Not working,Not in labor force,41,0,12
Staten Island,Yes,Yes,Female,Different Major,Not working,Not in labor force,52,8000,16
Staten Island,No,No,Male,Didn't Complete College,Not working,Not in labor force,65,58000,12
Queens,No,No,Female,Didn't Complete College,Subway,Employed,44,22600,11
Queens,No,No,Male,Didn't Complete College,Subway,Employed,54,47000,12
Brooklyn,Yes,Yes,Female,Different Major,Not working,Not in labor force,81,40700,17
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Unemployed,59,630,14
Brooklyn,Yes,No,Female,Didn't Complete College,Car,Employed,50,57000,12
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,39,45000,12
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Unemployed,32,0,12
Brooklyn,No,No,Female,Didn't Complete College,Car,Employed,30,20000,11
Brooklyn,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,29,0,13
Queens,No,No,Male,Didn't Complete College,Subway,Employed,45,84000,11
Queens,No,No,Female,Didn't Complete College,Not working,Unemployed,45,0,11
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,90,0,11
Queens,No,No,Male,Didn't Complete College,Subway,Employed,49,61000,12
Queens,No,No,Female,Didn't Complete College,Not working,Unemployed,52,0,12
Queens,Yes,Yes,Female,Different Major,Car,Employed,66,80400,17
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,69,10000,12
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,72,1000,11
Bronx,No,No,Female,Didn't Complete College,Subway,Employed,55,71360,12
Bronx,Yes,No,Female,Didn't Complete College,Car,Employed,30,57000,13
Manhattan,Yes,Yes,Female,Different Major,Not working,Employed,34,38000,16
Manhattan,Yes,Yes,Male,Different Major,Car,Employed,34,80000,16
Brooklyn,Yes,No,Male,Didn't Complete College,Car,Employed,50,28800,12
Brooklyn,Yes,No,Male,Didn't Complete College,Not working,Not in labor force,95,121800,14
Manhattan,Yes,Yes,Male,Different Major,Car,Employed,36,48000,16
Queens,Yes,Yes,Male,Different Major,Car,Employed,43,176000,16
Queens,Yes,Yes,Female,Different Major,Railroad,Employed,41,101000,16
Bronx,No,No,Male,Didn't Complete College,Subway,Employed,53,44000,12
Manhattan,Yes,Yes,Female,Different Major,Walking,Employed,65,236500,17
Queens,Yes,Yes,Female,Different Major,Car,Employed,41,26000,17
Queens,No,No,Male,Didn't Complete College,Car,Employed,48,65000,12
Queens,Yes,Yes,Female,Different Major,Car,Employed,42,65000,17
Manhattan,Yes,Yes,Female,Different Major,Not working,Not in labor force,78,57800,17
Manhattan,Yes,No,Male,Didn't Complete College,Subway,Employed,68,123000,14
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,82,26260,11
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,80,6900,11
Queens,Yes,No,Female,Didn't Complete College,Car,Employed,54,17800,13
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,25,35200,13
Queens,No,No,Male,Didn't Complete College,Subway,Employed,52,30000,11
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,35,0,11
Queens,No,No,Female,Didn't Complete College,Not working,Not in labor force,57,0,11
Queens,Yes,Yes,Male,Different Major,Car,Employed,53,138000,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,28,140000,16
Queens,No,No,Male,Didn't Complete College,Not working,Not in labor force,43,0,12
Queens,No,No,Female,Didn't Complete College,Not working,Employed,47,30000,12
Bronx,Yes,Yes,Male,Different Major,Car,Employed,31,100000,17
Bronx,Yes,Yes,Female,Different Major,Not working,Not in labor force,30,23650,17
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,43,325000,17
Brooklyn,Yes,Yes,Female,Different Major,Walking,Employed,36,90000,17
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,45,30000,11
Bronx,Yes,Yes,Female,Different Major,Subway,Employed,46,40000,17
Bronx,Yes,Yes,Male,Different Major,Not working,Unemployed,52,42000,17
Bronx,Yes,Yes,Female,Different Major,Bus,Employed,68,125000,17
Brooklyn,No,No,Female,Didn't Complete College,Subway,Employed,63,26000,12
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,32,175000,17
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,29,15000,16
Queens,Yes,No,Male,Didn't Complete College,Car,Employed,49,66000,13
Queens,Yes,No,Female,Didn't Complete College,Not working,Not in labor force,48,0,12
Queens,Yes,No,Male,Didn't Complete College,Subway,Employed,50,55000,14
Queens,Yes,Yes,Female,Different Major,Car,Employed,46,85000,16
Staten Island,No,No,Female,Didn't Complete College,Not working,Not in labor force,77,53600,12
Brooklyn,No,No,Male,Didn't Complete College,Subway,Employed,54,6200,11
Brooklyn,Yes,Yes,Female,Different Major,Walking,Employed,30,30000,16
Brooklyn,Yes,Yes,Male,Different Major,Subway,Employed,28,88000,16
Brooklyn,Yes,Yes,Female,Different Major,Walking,Employed,27,63000,16
Brooklyn,Yes,No,Male,Didn't Complete College,Worked from Home,Employed,25,35000,14
Brooklyn,Yes,Yes,Male,Yes,Car,Employed,53,86000,17
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,50,110000,17
Queens,Yes,Yes,Male,Different Major,Subway,Employed,39,150000,17
Bronx,No,No,Female,Didn't Complete College,Not working,Not in labor force,70,83400,12
Bronx,Yes,Yes,Female,Different Major,Not working,Not in labor force,64,84200,17
Bronx,Yes,Yes,Female,Different Major,Car,Employed,69,130000,17
Bronx,Yes,No,Female,Didn't Complete College,Car,Employed,46,45000,13
Brooklyn,Yes,Yes,Female,Different Major,Subway,Employed,31,170000,16
